1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0.168530719,1.501455493,98.33001379
12,0.674763833,0.474833808,98.85040236
13,0.418947433,2.278217792,97.30283478
14,0.024310937,1.200352509,98.77533655
15,0.205942033,1.129652624,98.66440534
16,0.248281709,38.27474491,61.47697339
17,0.202779269,43.10848691,56.68873382
18,0.416499398,38.26776395,61.31573665
19,1.698428953,38.16719534,60.1343757
20,2.663215272,1.988700002,95.34808473
21,0.019974532,2.107313176,97.87271229
22,0.247586036,2.322357019,97.43005694
23,0.122040517,1.302505159,98.57545432
24,0.257457386,1.422674006,98.31986861
25,0.535457462,1.659475606,97.80506693
26,0.519111742,41.86835859,57.61252967
27,0.733469486,1.460350923,97.80617959
28,0.37727818,36.94230546,62.68041636
29,0.541523227,46.01013422,53.44834255
30,0.200594067,48.09049878,51.70890715
31,0.454299412,45.60972781,53.93597278
32,1.618574431,43.24670361,55.13472196
33,0.261029882,43.47699104,56.26197908
34,0.228360554,41.85026855,57.92137089
35,0.257092845,41.0455109,58.69739625
36,0.187197181,44.31801498,55.49478784
37,0.470108052,33.20092564,66.32896631
38,0.358199085,31.83563254,67.80616837
39,1.740855002,43.80784487,54.45130013
40,0.683776352,41.61136572,57.70485793
41,0.587160029,40.49557784,58.91726214
42,0.99009901,35.47089403,63.53900696
43,0.377500398,35.79745151,63.82504809
44,0.584389284,30.27686166,69.13874906
45,0.873116666,38.06644346,61.06043988
46,0.445735027,33.83956443,65.71470054
47,1.000172444,34.67982986,64.3199977
48,1.077920334,37.96403677,60.9580429
49,0.473291941,36.48251381,63.04419424
50,1.215003284,36.25550339,62.52949332
51,0.702916799,26.47734774,72.81973546
52,0.617850075,32.92344451,66.45870541
53,1.083483963,34.84173357,64.07478246
54,0.721242046,28.55195983,70.72679813
55,0.669675505,31.8613009,67.46902359
56,1.097862058,35.78399958,63.11813836
57,1.006121961,39.98711166,59.00676638
58,0.587986761,28.33427223,71.077741
59,0.382556813,32.87707291,66.74037027
